ticker,market,momentum,reversal,low_vol,size,value,profitability,cash_flow,earnings_yield,ind:Basic Materials,ind:Communication Services,ind:Consumer Cyclical,ind:Consumer Defensive,ind:Energy,ind:Financial Services,ind:Healthcare,ind:Industrials,ind:Real Estate,ind:Technology,ind:Unknown,ind:Utilities
CSCO,1.0,0.2976488005714948,0.6726091285250868,0.2200049186856402,-1.6246100121957547,-0.704126369467825,0.269884999092743,0.15760358742138925,0.013310243358236258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CSGP,1.0,-0.8347741178450947,-0.8173071571014751,0.2769636238744578,0.8126167816713076,1.2648100434497076,-0.398721751883557,-0.539759525451431,-0.24329937286922218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CSX,1.0,0.17754686868444527,0.19270661654365528,0.9260700194261153,-0.5574163198273323,0.0,0.1327253424358092,0.059760257740120684,0.09758059812376117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CTSH,1.0,-0.46269825296501094,-1.3537231078571,-0.908455118279089,0.21819012333629575,0.7983679313568776,0.5002071393734252,0.4299154495680264,0.5694435957311552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CVS,1.0,0.10189566408767575,1.1614548784427872,0.48230801804665,-0.7307033257170213,1.474988986000239,-0.3465226237809015,-0.5445610690191456,-0.08395147877382181,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CVX,1.0,-0.06896877810532083,-0.2795828093053734,0.4263266961252041,-1.5781439594295745,0.6949732263812212,-0.09463758072711854,0.05644604035265908,0.0899591373879508,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZR,1.0,-0.1922360426181132,0.2532787566538255,0.042043599563814815,1.3430993364746606,1.056940674603631,-0.5359886593778331,-0.5535043182452043,-1.181619259534479,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D,1.0,-0.11541938936316645,0.6567164293002579,1.0402592970844868,-0.22614945042525234,0.8366979329772696,-0.19419847573236587,-0.5121151097275147,0.3309250953440232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DAL,1.0,0.06765320539976159,1.2276722392652042,0.32293837227463806,-0.14025598732072656,0.533225339063262,0.07773640708673112,-0.004406752595808784,0.8470249873370136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DAR,1.0,0.35624839870562186,-0.6133372624378258,0.1028514178983547,0.9633584661048553,0.8348875894772484,-0.35691265388303495,-0.006012866562547091,-0.18187101017634486,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DE,1.0,-0.07638400011490136,-0.7249451592160494,0.2915801908914244,-0.9981540099394335,-0.5210931087097235,-0.015948429408198597,-0.2741349522382935,0.07053286547026413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DECK,1.0,-0.4374663776899758,1.1652938206682022,-0.08582226212799254,0.8749175809096891,-0.38178309206619204,1.797009533880814,2.05772269875286,0.7193259328158276,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DELL,1.0,1.6375827292249092,-0.9074545521719597,-2.48089712641176,-1.356539097331116,0.0,0.025136463123727023,0.002456508017696045,-0.023978978354167072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DG,1.0,-0.12669813433526605,0.2595191477738639,0.09173879915444086,0.28078261532996246,0.16523261663217634,-0.01347357709350611,0.1569826318247283,0.3583378147681344,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHI,1.0,-0.4034054852374563,0.11413043234783303,0.35645178650694664,0.02485969170118541,1.1806236676234145,0.4121669812854482,-0.03348019677733333,0.746966647950102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHR,1.0,-0.31993744332120816,-0.6357891379846894,0.8188600418410535,-0.8855364933902283,0.2366182509412578,-0.07906853900405907,-0.2727036395890919,0.02113644073521267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DIS,1.0,-0.42568148815188694,-0.8448963815669349,0.7193569107298166,-1.0331199226632466,1.1940907744766842,0.09938336553439438,-0.08565027141954899,0.5011729625601758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLR,1.0,-0.15506451943773916,0.38036455983985556,0.855321376897429,-0.30691074948235314,0.2685642700163148,-0.1817279338749643,-0.47107083753642515,-0.023893532265586867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DOV,1.0,-0.1585925206060207,0.6803495192722586,0.6236469532390666,0.3270697535095486,0.0163714171056111,0.2598945146266517,0.0,0.22054973658674704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DPC,1.0,0.0,0.9697215472788964,1.5245589048363826,1.3185309522289514,-0.6605719992619925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DPZ,1.0,-0.46765004303218716,0.3798377766692949,0.6297691207031726,0.908614606863445,0.0,2.4333951422284135,3.0,0.34812295438859564,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTE,1.0,-0.22358848041580875,0.6411251763093552,0.858359262917654,0.274563842298828,0.5785431054135013,-0.18382959541905874,-0.34774838428090366,0.33288059758617256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DVN,1.0,-0.05291012677292597,-0.4487829788395619,0.3914467917998684,-0.1676647199879873,1.9443549330694458,-0.09452967700232534,-0.02390910303169737,0.30698280338277567,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXCM,1.0,-0.19522387466558802,-0.5982039469403293,-0.15796627065332483,0.1377686422869394,-0.8460497835024676,0.6729568113450245,1.2448268278082941,0.02411498434740239,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
EBAY,1.0,-0.06282124693068818,1.052899260170143,0.7616388216854777,-0.06591957367578949,-0.7474813503281258,0.5374184369221422,0.11998838891773898,0.24585322759348374,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECL,1.0,-0.2723616294693277,0.053930340830086174,0.6925952917913077,-0.4433715042999475,-0.6469676037025436,0.17232949639047745,0.015542660993422757,0.044419856946869445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFX,1.0,-0.5200847256396339,-0.669640636676842,0.49955178046743587,0.4402193495958651,-0.3685959192329811,0.05384586928067846,0.3727760262660191,0.08450246805343495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ELV,1.0,-0.11664371901238393,-0.1695106585913309,0.35458276108693537,-0.4918237332947747,0.9361031383783212,-0.0320445622862187,-0.6234831479578383,0.4979829359551705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
EME,1.0,-0.047930519700818526,0.960932175630047,0.36954636699294874,0.17856912425420632,-0.6500135276128852,0.6377015411037523,0.30709134357300943,0.1920575882483651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
EMR,1.0,-0.16164292497443827,0.045903589147256084,0.8019808205407204,-0.4910175173789143,-0.20036760017605237,0.04733916223402081,-0.23384334519863206,0.05365580447114112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENTG,1.0,0.06420494510745496,-1.012799924018624,-1.0778778990140307,0.4904309584905941,0.0,-0.17171864173023244,-0.14296678168808954,-0.12129213457366086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EOG,1.0,-0.09354870911534897,0.46786230081707925,0.4655493873713288,-0.4134212136483474,0.5086338693244448,0.35153864457753026,0.8515277321331309,0.48658204682751016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EQH,1.0,-0.35362557407210415,-0.300413262804557,0.601730008539609,0.7765820212973521,0.0,-0.4387575174712427,-0.9373782810189177,-1.382248978803706,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EQIX,1.0,-0.024180943602336264,-0.05393338215921671,0.6060757896521661,-0.6259582033356366,-0.5972139414335791,-0.13113485869555702,-0.018479825692492693,-0.10248047997947275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ETN,1.0,-0.1204969602185932,0.5101625144423241,0.41597230512152344,-0.9125564027208456,-0.6347269384167853,0.2005355207574151,-0.17262186371875243,0.04485718368575587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ETR,1.0,-0.08374188953385754,0.2954063643175199,0.8492173435204197,-0.10383640764986707,0.26097375591055605,0.0,-0.2876619388651407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ETSY,1.0,0.15713741835899106,0.27715608084181126,-0.07232839669644608,1.1973395298149714,0.0,0.15123293136012572,1.848034302184409,-0.0040169047473489075,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EW,1.0,-0.23548252747094733,-0.26064742650196254,0.92998537900779,-0.15383703144592242,-0.3453157331966001,0.2393438041998186,0.17719647313557674,-0.01875239427405589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FAST,1.0,-0.29774758553469793,-0.06959619148343642,0.7566943383872847,-0.20835332598761672,-0.8633531879606405,1.5725756978928351,1.45834799305557,0.0005438644085553107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FBIN,1.0,-0.399307664412699,1.107469782091564,-0.5279970262119245,1.4360887843848957,0.0,0.0,-0.21344020478328904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FCX,1.0,0.06352178734777834,-1.6812694819648504,0.041321295282462644,-0.6618515283800191,-0.4168567312538963,0.0,-0.031179119994391515,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDS,1.0,-0.5146370487744236,-1.557168750635158,-0.03737683180759934,0.918768579034892,-0.42730674319121137,0.7800007483194852,0.7518946402554441,0.352229636343555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDX,1.0,0.27285431514202096,-0.35863272199130886,0.5672387482055117,-0.4262704487404029,0.4671797667060614,-0.03183291065313174,-0.06788806506039931,0.39372983199696293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDXF,1.0,0.0,0.6808528170490441,1.4724270010494076,0.5134956356652562,0.0,0.38683425513535213,-0.71895162598486,0.11870354974284558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FERG,1.0,-0.25891534020213747,0.5893096503460677,0.31651594839466024,-0.02478564172719915,-0.5832854661066208,0.3951730861865581,0.017365707694778194,0.23081774554864556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FFIV,1.0,-0.05048298138654663,0.13401942680592957,0.26228667508440345,0.4147371468680701,-0.48658452853977907,0.43872017631777344,0.41439693931242766,0.08810131846146887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FICO,1.0,-0.49589327876209555,0.03996792960043285,0.03999448108564249,0.36473530990885694,0.0,2.256755191383804,2.815276996157912,0.046306063166223925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FISV,1.0,-0.7786628279027252,0.3449515932831357,-0.47690010848394737,0.2712854294493755,2.6031432498565112,-0.04665933185308813,-0.21857536837232536,1.1300055592162548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FIVE,1.0,0.12100202360065501,-1.0166252988818334,0.15865045257581759,0.7785189649843237,-0.4779701352385431,0.1855718323833268,0.18681743941101125,0.045893301394799746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FIX,1.0,0.907116116857542,1.209293306072836,-0.3836210817506154,-0.18101003764371862,-0.9137981080808819,0.5974540842983471,0.4214023591467218,-0.03812977499376886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FLG,1.0,-0.19119910752455824,0.824586951156841,0.8616015882744296,1.4061670005274851,3.0,-0.421245481512883,-0.9788120557540803,-0.6093314913710676,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FLR,1.0,-0.10134418666201181,-0.5552373577111797,0.0012446399911819454,1.213744432759794,0.3085511636642918,-0.46074537947760275,-1.4654082842769143,-0.3279584127195544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FLS,1.0,0.07058076705084408,-0.1361469316482333,0.17308634556957775,0.99071745760866,-0.25926642353459706,0.05114168232694842,-0.16826407091547213,0.1376404857304581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FN,1.0,-0.027142101788370513,0.7112225094819378,-0.33649972612535356,0.7224656661118335,-0.49205699405633413,0.6014066911259078,-0.3104111926052739,0.10984359988519227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FR,1.0,-0.043830763669599704,0.7893013013398834,0.9074111872531094,1.1318261894944248,0.18954420499593747,-0.04847425192332869,-0.17070428467959903,0.0895680042247266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FRMI,1.0,0.0,1.3980005471688286,-2.5762557226212333,1.7888303660388993,0.1333313277036051,-2.698648737367729,-1.1496582454297293,-1.9662679717368332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FROG,1.0,0.21840452050632883,-2.0923978047902088,-1.7679223827569985,0.8485616344588575,-0.8398288760299975,-0.8054998985186701,0.007523587517890504,-0.31475486315312967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FRPT,1.0,-0.22857531488103294,-1.351251901563101,-0.6186223081540535,1.7518510447053366,0.30940296497972175,0.23398296339254093,-0.08387483595135588,0.21631452109554433,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSLR,1.0,-0.2167738077160095,0.6345254364872741,-1.0081043314530316,0.4568199997338591,0.732186597573639,0.5448132149677607,0.5583702845280708,0.5420427245499373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FTAI,1.0,-0.0010429192669575225,0.9267227888534859,-0.514956449340723,0.5300707025591496,-1.0657666415374125,0.0,-1.6417998056217076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FTNT,1.0,0.5761554481222146,-0.2705018017082206,-0.7975362606695405,-0.7607010824331734,-1.0986607629176963,1.0149561611611824,1.3966771130892177,-0.08329727414974018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FUN,1.0,-0.4749297036132741,1.444079399530764,-0.2332031311556976,2.292782144127092,-0.8530920161934465,-2.193086480625868,-0.5236456968690685,-3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GD,1.0,-0.11834775522079918,0.5264853482555276,1.1368212658941224,-0.6064879321306587,-0.12123622124322674,0.18867507490624838,-0.10216298703618686,0.2217021364274496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GE,1.0,-0.026530585436603797,0.8581348205917049,0.3974999024849685,-1.4696098873541958,-0.947394948704481,0.1625099480943169,-0.2983255138145948,0.0314288825903194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GEHC,1.0,-0.34434792588403285,-0.19479879745471296,0.6015085712610734,0.1785379018220078,0.15363431722438217,0.062379398043356044,0.0,0.4733413453274258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GEV,1.0,0.22089768972009055,1.087397177447486,-0.14506050084038538,-1.2091104413097549,-0.9500757226306388,0.09823061043075425,-0.34913097294286466,-0.020030778730487052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GH,1.0,0.858172163057174,0.4059651788746908,-1.1933640234572997,0.4683745538478455,0.0,-2.2148330274693664,-1.9122540661560297,-0.4685408737464337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GL,1.0,-0.028345611226152714,0.7198007302472876,0.7189958827415679,0.7980884118123052,0.6858353844130651,-0.09848627784206246,-0.5216780565904893,0.7339593313827546,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GLD,1.0,-0.14604389639265222,-0.672193537513097,0.5520226406671315,-0.8562559529477274,0.0,1.8682745368931968,-0.9584407077568516,2.526315374876588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GLUE,1.0,1.7032670082805612,1.6697158401536325,-2.4290728850961636,2.472075428827424,0.47174372587691094,-0.868922669849299,-1.2840731259551876,-0.6140514304051987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GLW,1.0,0.5929111582890214,-0.4756988989454967,-1.5721201304526726,-0.7754864861822285,-0.7600895465337243,-0.0017113195504949571,-0.15114176318603526,-0.1093732259528042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GM,1.0,0.14873941079899375,0.49993822056923687,0.597052240164698,-0.4107314007714594,2.087506402309476,-0.3251348197529127,-0.020362690307364092,0.15075271469281704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNRC,1.0,-0.2307074022746204,0.7834717336695224,-1.0319779896559875,0.9321507112878051,-0.10786938713393014,-0.17457908000876346,-0.2093667103205334,-0.08545427573792636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GOOG,1.0,0.2662837767138379,0.7838779618997235,-0.05931999665535454,-3.0,-0.5304807067404651,0.7877374613801704,0.8052201373202655,0.11268894521855731,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPC,1.0,-0.3440996068431162,-0.5951372118212374,0.23666186062102348,0.5598905975256401,-0.19118751832045883,-0.37842004645658794,-0.5408521145605385,-0.20973462884788313,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPN,1.0,-0.31607631216931603,-0.5221527341879221,0.5356300957396138,0.38414911498012977,2.6433102294965414,-0.22130685419385956,-0.5459094248784192,0.4036110800137276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
GS,1.0,0.03166154598133127,0.17016938709453708,0.8882835845757965,-1.3629863766078856,0.47637359544825775,-0.33732849526771724,-1.1679453734410872,0.396741913316575,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GTX,1.0,0.8855362373858796,1.474038564753544,-0.6484632701270681,1.4692630131332696,0.0,0.6819707479204626,0.7597146186908734,0.4411280505471961,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAL,1.0,0.0846691308490214,-1.0698481166543876,0.3672332381045688,0.21596311484167963,0.2697554613330481,0.008655705633603995,0.15995026622098132,0.2202214642864148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCA,1.0,-0.2800407963075146,-0.03221995372644706,0.531425605761311,-0.5452429518543319,0.0,0.5136649511606999,1.071567712756665,0.5797379202246822,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HD,1.0,-0.4147276873668207,0.3519348631535544,0.7127207879783883,-1.425930601211295,-0.9467540602458375,0.6718189165195725,0.51492140725886,0.23696982238330425,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HII,1.0,-0.10392163283031529,1.1897159189989617,-0.05812908157770687,0.8989505874253343,0.599689879427793,-0.007722454308579725,-0.02743243475244473,0.34308811295474156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HLT,1.0,-0.15044949039597766,0.35418608101161236,0.9966978161460909,-0.36765830621222406,0.0,0.31133930854761366,0.2831547653059736,-0.01936295466020714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HON,1.0,-0.16993754523754592,1.3272453287293582,0.4131057199885306,-0.3325933889293143,-0.06504208830224784,0.10402623204814214,-0.14052983072711028,0.5358126898035376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HPE,1.0,0.6660417742429378,-0.5928229812389855,-0.48071982787154377,-0.34780909222167933,0.29739650945769824,-0.3985016185828562,-0.5960212328820629,-0.24009363903046618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HRI,1.0,-0.14896459635138035,0.10352857700413827,-0.33767351548925645,1.4626616437817168,0.3190753861579983,-0.4038571871216782,-0.1775671642294337,-0.24714595187216445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HSIC,1.0,-0.09375316279115889,-0.19514950960551908,0.62100500848732,0.993861960494095,0.09914053355729596,-0.11363151615725549,-0.34083730566380854,0.19750384379364377,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HTZ,1.0,-0.8711838022584829,-3.0,-2.1170459474638075,2.8234521539070156,0.0,-0.6712278893628124,-0.26958020823655565,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HUM,1.0,-0.10746411267312625,-0.2502000507658259,-0.9378355754412736,-0.06481895333295132,0.44836092066498007,-0.22573741394429467,-0.7939650222273493,0.04076980241127357,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HUT,1.0,2.1790203039332035,2.7073260205005165,-2.4787249947855363,1.0160402993697453,-0.5593564439440935,-0.5930091593291378,-1.0962291823859385,-0.5115073834748994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HWM,1.0,0.22465053882604313,1.445911862135808,0.24337787871991914,-0.5873052348250615,-0.9156421735697637,0.5419745254662754,0.4451560419279528,-0.07589404957366341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ICE,1.0,-0.38489921016878437,-0.25637840226275815,0.18996641130017944,-0.5320955613309638,0.14698876848993095,-0.24624481564323078,-0.6943111106309073,0.1635308290882513,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IDXX,1.0,-0.39342462569468045,0.2769001258795483,0.49965611840452623,-0.031537082457372766,-1.0022252304151642,2.1551391920082126,2.4308030110949814,0.022090491988591008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IEX,1.0,0.06025778547364037,0.30987932113456984,0.7328126535129057,0.6320934674898288,-0.20778550148056008,0.17540990495189887,0.01082127701825009,0.07276766378155393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
INIO,1.0,0.0,1.8222274774727578,-0.3518760147016339,0.7061178010231072,-1.0929669935063138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
INSM,1.0,-0.5069006054776841,-1.9212247828793338,-0.5581436158274267,0.31538177805462275,-1.0350093713818795,-3.0,-3.0,-0.7886237086436219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
INTC,1.0,1.9169024733021263,0.30800370206747035,-3.0,-1.6496490024089432,-0.38124936762614375,-0.415432212453582,-0.48555812140662513,-0.2559971774524678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
INTU,1.0,-0.7064076784660402,-1.0161027708670867,-0.2802472505450611,-0.5915225233309488,-0.31801675321053985,0.41365135452267177,0.5995609245493142,0.19298448685039218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IONS,1.0,-0.10861893223614735,-1.283382715309856,-1.0654143230083124,0.9922698554146917,-0.9742877937271377,-1.463670632123084,-1.8438909628353248,-0.6765747373708885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IQV,1.0,-0.09432078821013516,-0.7830346981183216,0.04684621743153769,-0.02734616985890954,-0.5835503236451104,-0.02332072675582546,-0.07552285123950872,0.10120067223449072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISRG,1.0,-0.48895935155001136,-0.37268908699881903,0.42084519626320993,-0.8021710054946848,-0.6082232857518937,0.7332631326898559,0.4746201289849765,-0.008312247948387738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ITT,1.0,-0.1523172119391374,0.03624206619383197,0.7506771528441989,0.5901312856898078,-0.088009918479242,-0.03672776531868519,0.0,0.056879788944318097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
J,1.0,-0.33948803630287966,-0.7462638365221287,0.7048132700476817,0.6082451558991064,-0.40797257647849344,-0.19956584776150682,-0.38117645551063295,-0.06298528778885272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
JCI,1.0,0.026392618843972517,0.7642348227952469,0.4827431056881578,-0.48537418956563416,-0.5141220762345879,0.3091395787471705,0.0,0.18908714568967205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
JNJ,1.0,0.10135468396848299,-0.14878641622935682,0.8404014588516232,-1.8925210063950368,-0.6233856843601517,0.7042293908111198,0.24598445265542843,0.22074934656204953,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
JPM,1.0,-0.12869480824991966,0.12762964428715115,0.9818833200727912,-2.1632543026758704,0.41679286570168533,-0.3098608942321972,-1.2493480860952697,0.42799004493605225,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KDP,1.0,-0.19672832376045699,0.01985917427625278,0.5661420838698527,-0.023567800261787723,1.134223323251963,-0.20713231206612429,-0.7341129181162707,0.28945527938738713,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
